name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
61 Virginis d,28,22.9 Earths,4.74,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7009/61-virginis-d/,Neptune-like,2009,22.9 Earths,0.456 x Jupiter,0.476 AU,123 days,0.35,61 Vir,c,61 vir c,Radial Velocity,0,3,38.02100000,0.03400000,-0.03400000,0,0.217500,0.000100,-0.000100,0,0.140000,0.060000,-0.060000,0,,,,,0.05700,0.00300,-0.00300,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),4.477,,0,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,Multiple Observatories
6 Lyncis b,179,2.01 Jupiters,5.86,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6986/6-lyncis-b/,Gas Giant,2008,2.01 Jupiters,1.19 x Jupiter,2.11 AU,2.6 years,0.07,61 Vir,d,61 vir d,Radial Velocity,0,3,123.01000000,0.55000000,-0.55000000,0,0.476000,0.001000,-0.001000,0,0.350000,0.090000,-0.090000,0,,,,,0.07200,0.00800,-0.00800,0,Msini,,,,,,,,,0,0,0,0,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,8.51,0.02,-0.02,0,8.51,0.02,-0.02,0,4.740,,0,V (Johnson),4.477,,0,5577.00,33.00,-33.00,0,0.94,0.03,-0.03,0,0.96,0.01,-0.01,0,2014-05-14,Multiple Observatories
70 Virginis b,58,7.49 Jupiters,4.97,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7010/70-virginis-b/,Gas Giant,1996,7.49 Jupiters,1.13 x Jupiter,0.481 AU,116.7 days,0.4,7 CMa,b,7 cma b,Radial Velocity,0,2,735.10000000,14.80000000,-1.00000000,0,1.758000,0.024000,-0.001000,0,0.060000,0.030000,-0.030000,0,90.000,,,0,1.85000,0.06000,-0.06000,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0,3.920,,0,V (Johnson),3.578,,0,4826.00,45.00,-55.00,0,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,2019-10-24,Anglo-Australian Telescope
75 Ceti b,271,3 Jupiters,5.35,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7011/75-ceti-b/,Gas Giant,2012,3 Jupiters,1.17 x Jupiter,2.1 AU,1.9 years,0.12,7 CMa,c,7 cma c,Radial Velocity,0,2,996.00000000,1.50000000,-52.40000000,0,2.153000,0.003000,-0.080000,0,0.080000,0.050000,-0.040000,0,90.000,,,0,0.87000,0.06000,-0.06000,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,06h36m41.04s,99.170990,-19d15m21.2s,-19.255878,19.82,0.16,-0.16,0,19.82,0.16,-0.16,0,3.920,,0,V (Johnson),3.578,,0,4826.00,45.00,-55.00,0,1.34,0.11,-0.12,0,4.87,0.17,-0.14,0,2019-10-24,Multiple Observatories
7 Canis Majoris b,65,1.85 Jupiters,3.92,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6987/7-canis-majoris-b/,Gas Giant,2011,1.85 Jupiters,1.2 x Jupiter,1.758 AU,2 years,0.06,70 Vir,b,70 vir b,Radial Velocity,0,1,116.68800000,0.00540000,-0.00540000,0,0.481000,0.022000,-0.022000,0,0.398800,0.001900,-0.001900,0,,,,,7.41600,0.05700,-0.05700,0,Msini,,,,,,,,,0,0,0,0,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,17.91,0.06,-0.06,0,17.91,0.06,-0.06,0,4.970,,0,V (Johnson),4.709,,0,5495.00,,,0,1.09,,,0,1.89,,,0,2018-12-06,Lick Observatory
7 Canis Majoris c,65,0.87 Jupiters,3.92,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7505/7-canis-majoris-c/,Gas Giant,2019,0.87 Jupiters,1.24 x Jupiter,2.153 AU,2.7 years,0.08,75 Cet,b,75 cet b,Radial Velocity,0,1,691.90000000,3.60000000,-3.60000000,0,2.100000,,,0,0.117000,0.048000,-0.048000,0,,,,,3.00000,,,0,Msini,,,,,,,,,0,0,0,0,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,83.15,0.72,-0.72,0,83.15,0.72,-0.72,0,5.350,,0,V (Johnson),5.055,,0,4846.00,18.00,-18.00,0,2.49,0.02,-0.27,0,10.50,1.00,-1.00,0,2015-09-03,Okayama Astrophysical Observatory
81 Ceti b,331,5.3 Jupiters,5.65,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7012/81-ceti-b/,Gas Giant,2008,5.3 Jupiters,1.14 x Jupiter,2.5 AU,2.6 years,0.21,8 UMi,b,8 umi b,Radial Velocity,0,1,93.40000000,4.50000000,-4.50000000,0,0.490000,0.020000,-0.020000,0,0.060000,0.090000,-0.090000,0,,,,,1.31000,0.16000,-0.16000,0,Msini,,,,,,,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0,163.32,0.65,-0.65,0,6.830,,0,V (Johnson),6.559,,0,4847.00,7.00,-7.00,0,1.44,0.19,-0.19,0,10.30,0.57,-0.57,0,2018-09-06,Bohyunsan Optical Astronomical Observatory
8 Ursae Minoris b,533,1.31 Jupiters,6.83,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7100/8-ursae-minoris-b/,Gas Giant,2015,1.31 Jupiters,1.22 x Jupiter,0.49 AU,93.4 days,0.06,81 Cet,b,81 cet b,Radial Velocity,0,1,952.70000000,8.80000000,-8.80000000,0,2.500000,,,0,0.206000,0.029000,-0.029000,0,,,,,5.30000,,,0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0,101.53,1.22,-1.22,0,5.650,,0,V (Johnson),5.349,,0,4785.00,25.00,-25.00,0,2.40,0.10,-0.40,0,11.00,2.00,-1.00,0,2014-05-14,Okayama Astrophysical Observatory
91 Aquarii b,144,3.2 Jupiters,4.25,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7013/91-aquarii-b/,Gas Giant,2013,3.2 Jupiters,1.17 x Jupiter,0.7 AU,181.4 days,0.03,91 Aqr,b,91 aqr b,Radial Velocity,0,1,181.40000000,0.10000000,-0.10000000,0,0.700000,,,0,0.027000,0.026000,-0.026000,0,,,,,3.20000,,,0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.972900,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0,44.08,0.51,-0.51,0,4.250,,0,V (Johnson),3.863,,0,4665.00,18.00,-18.00,0,1.40,0.10,-0.10,0,11.00,0.10,-0.10,0,2014-05-14,Lick Observatory
AB Pictoris b,163,13.5 Jupiters,9.128,2005,https://exoplanets.nasa.gov/exoplanet-catalog/7014/ab-pictoris-b/,Gas Giant,2005,13.5 Jupiters,1.1 x Jupiter,260.0 AU,4421.7 years,0.0,AB Pic,b,ab pic b,Imaging,0,1,,,,,260.000000,,,0,,,,,,,,,13.50000,0.50000,-0.50000,0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.054310,50.12,0.07,-0.07,0,50.12,0.07,-0.07,0,9.128,0.019,0,V (Johnson),8.838,,0,,,,,,,,,,,,,2014-05-14,Paranal Observatory
Alpha Arietis b,66,1.8 Jupiters,2,2010,https://exoplanets.nasa.gov/exoplanet-catalog/7038/alpha-arietis-b/,Gas Giant,2010,1.8 Jupiters,1.2 x Jupiter,1.2 AU,380.8 days,0.25,alf Ari,b,alf ari b,Radial Velocity,0,1,380.80000000,0.30000000,-0.30000000,0,1.200000,,,0,0.250000,0.030000,-0.030000,0,,,,,1.80000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.40,-0.41,0,,,,,2.000,,0,V (Johnson),,,,4553.00,15.00,,0,1.50,0.20,,0,13.90,0.30,,0,2019-01-31,Bohyunsan Optical Astronomical Observatory
Alpha Tauri b,67,6.47 Jupiters,0.85,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7107/alpha-tauri-b/,Gas Giant,2015,6.47 Jupiters,1.13 x Jupiter,1.46 AU,1.7 years,0.1,alf Tau,b,alf tau b,Radial Velocity,0,1,628.96000000,0.90000000,-0.90000000,0,1.460000,0.270000,-0.270000,0,0.100000,0.050000,-0.050000,0,,,,,6.47000,0.53000,-0.53000,0,Msini,,,,,,,,,0,0,0,0,04h35m55.24s,68.980164,+16d30m33.5s,16.509302,20.43,0.32,-0.32,0,,,,,0.850,,0,V (Johnson),,,,4055.00,70.00,-70.00,0,1.13,0.11,-0.11,0,45.10,0.10,-0.10,0,2015-06-04,Multiple Observatories
AU Microscopii b,32,0.18 Jupiters,8.81,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7635/au-microscopii-b/,Gas Giant,2020,0.18 Jupiters,0.375 x Jupiter,0.066 AU,8.5 days,0.1,AU Mic,b,au mic b,Transit,0,1,8.46321000,0.00004000,-0.00004000,0,0.066000,0.007000,-0.006000,0,0.100000,0.170000,-0.090000,0,,,,0,0.18000,,,1,Msini,0.375,0.018,-0.018,0,4.40000,,,1,0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0,9.72,0.00,0.00,0,8.810,,0,V (Johnson),7.840,,0,3700.00,100.00,-100.00,0,0.50,0.03,-0.03,0,0.75,0.03,-0.03,0,2020-06-24,Transiting Exoplanet Survey Satellite (TESS)
BD+03 2562 b,8540,6.4 Jupiters,9.58,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7176/bd03-2562-b/,Gas Giant,2017,6.4 Jupiters,1.13 x Jupiter,1.3 AU,481.9 days,0.2,BD+03 2562,b,bd+03 2562 b,Radial Velocity,0,1,481.90000000,2.70000000,-2.80000000,0,1.300000,0.100000,-0.100000,0,0.200000,0.120000,-0.080000,0,,,,,6.40000,1.30000,-1.30000,0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.00,564.00,-564.00,0,1106.93,66.80,-66.80,0,9.580,0.010,0,V (Johnson),8.998,,0,4095.00,20.00,-20.00,0,1.14,0.25,-0.25,0,32.35,8.82,-8.82,0,2017-06-15,Multiple Observatories
BD-06 1339 b,66,8.5 Earths,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7073/bd-06-1339-b/,Neptune-like,2013,8.5 Earths,0.254 x Jupiter,0.0428 AU,3.9 days,0.0,BD+14 4559,b,bd+14 4559 b,Radial Velocity,0,1,268.94000000,0.99000000,-0.99000000,0,0.780000,0.050000,-0.050000,0,0.290000,0.030000,-0.030000,0,,,,,1.04000,0.47000,-0.47000,0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0,49.42,0.08,-0.08,0,9.630,0.012,0,V (Johnson),9.351,,0,4864.00,101.00,-101.00,0,0.49,0.33,-0.33,0,0.86,0.04,-0.04,0,2018-09-06,McDonald Observatory
BD-06 1339 c,66,0.17 Jupiters,9.7,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7074/bd-06-1339-c/,Gas Giant,2013,0.17 Jupiters,0.747 x Jupiter,0.435 AU,125.9 days,0.31,BD+15 2375,b,bd+15 2375 b,Radial Velocity,0,1,153.22000000,0.44000000,-0.44000000,0,0.576000,0.027000,-0.027000,0,0.001000,0.250000,-0.001000,0,,,,,1.06100,0.27000,-0.27000,0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.00,165.00,-165.00,0,785.38,45.98,-45.98,0,10.310,0.023,0,V (Johnson),9.992,,0,4649.00,30.00,-30.00,0,1.08,0.14,-0.14,0,8.95,1.45,-1.45,0,2016-02-04,Roque de los Muchachos Observatory
BD-08 2823 b,135,12.7132 Earths,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7071/bd-08-2823-b/,Neptune-like,2009,12.7132 Earths,0.322 x Jupiter,0.06 AU,5.6 days,0.15,BD+15 2940,b,bd+15 2940 b,Radial Velocity,0,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,1.11000,,,0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,431.61,6.55,-6.55,0,431.61,6.55,-6.55,0,9.046,0.021,0,V (Johnson),8.718,,0,4796.00,117.00,-117.00,0,1.10,0.20,-0.20,0,14.70,2.80,-2.80,0,2014-05-14,McDonald Observatory
BD-08 2823 c,135,0.33 Jupiters,9.88,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7072/bd-08-2823-c/,Gas Giant,2009,0.33 Jupiters,1.11 x Jupiter,0.68 AU,237.6 days,0.19,BD+20 2457,b,bd+20 2457 b,Radial Velocity,0,2,379.63000000,2.00000000,-2.00000000,0,1.050000,0.070000,-0.070000,0,0.150000,0.030000,-0.030000,0,,,,,55.59000,78.55000,-78.55000,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.750,,0,V (Johnson),9.227,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2018-09-06,McDonald Observatory
BD-10 3166 b,276,0.59 Jupiters,10.08,2000,https://exoplanets.nasa.gov/exoplanet-catalog/7070/bd-10-3166-b/,Gas Giant,2000,0.59 Jupiters,1.26 x Jupiter,0.04 AU,3.5 days,0.02,BD+20 2457,c,bd+20 2457 c,Radial Velocity,0,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,12.47000,,,0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.186910,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0,1670.85,222.63,-222.63,0,9.750,,0,V (Johnson),9.227,,0,4259.00,64.00,-64.00,0,10.83,22.96,-22.96,0,71.02,73.63,-73.63,0,2014-05-14,McDonald Observatory
BD-11 4672 b,89,0.65 Jupiters,9.99,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7069/bd-11-4672-b/,Gas Giant,2014,0.65 Jupiters,1.25 x Jupiter,2.36 AU,4.5 years,0.05,BD+20 274,b,bd+20 274 b,Radial Velocity,0,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0,1383.85,86.64,-86.64,0,9.360,,0,V (Johnson),8.916,,0,4296.00,10.00,-10.00,0,0.80,0.20,-0.20,0,17.30,0.90,-0.90,0,2015-09-18,McDonald Observatory
BD-11 4672 c,89,15.37 Earths,9.99,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7664/bd-11-4672-c/,Neptune-like,2020,15.37 Earths,0.36 x Jupiter,0.3 AU,74.2 days,0.4,BD+20 594,b,bd+20 594 b,Transit,0,1,41.68550000,0.00300000,-0.00300000,0,,,,,0.000000,,,0,89.550,0.160,-0.160,0,0.07000,0.03000,-0.03000,0,Mass,0.230,0.010,-0.010,0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0,180.39,1.25,-1.25,0,11.038,0.047,0,V (Johnson),10.864,,0,5766.00,99.00,-99.00,0,1.67,0.40,-0.40,0,1.08,0.06,-0.06,0,2018-04-26,K2
BD-13 2130 b,3095,9.78 Jupiters,9.45,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7068/bd-13-2130-b/,Gas Giant,2007,9.78 Jupiters,1.11 x Jupiter,1.66 AU,2 years,0.21,BD+48 738,b,bd+48 738 b,Radial Velocity,0,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,0.91000,,,0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,892.17,44.78,-44.78,0,892.17,44.78,-44.78,0,9.140,,0,V (Johnson),8.656,,0,4414.00,15.00,-15.00,0,0.74,0.39,-0.39,0,11.00,1.00,-1.00,0,2015-08-13,McDonald Observatory
BD+14 4559 b,161,1.04 Jupiters,9.63,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7075/bd14-4559-b/,Gas Giant,2009,1.04 Jupiters,1.23 x Jupiter,0.78 AU,268.9 days,0.29,BD+48 740,b,bd+48 740 b,Radial Velocity,0,1,733.00000000,5.00000000,-8.00000000,0,1.700000,0.100000,-0.100000,0,0.760000,0.050000,-0.090000,0,,,,,1.70000,0.70000,-0.70000,0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0,678.94,22.15,-22.15,0,8.699,0.015,0,V (Johnson),8.264,,0,4534.00,8.00,-8.00,0,1.09,0.16,-0.16,0,10.33,1.81,-1.81,0,2018-02-01,Multiple Observatories
BD+15 2375 b,2525,1.061 Jupiters,10.31,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7025/bd15-2375-b/,Gas Giant,2016,1.061 Jupiters,1.23 x Jupiter,0.576 AU,153.2 days,0.0,BD+49 828,b,bd+49 828 b,Radial Velocity,0,1,2590.00000000,300.00000000,-180.00000000,0,4.200000,0.320000,-0.200000,0,0.350000,0.240000,-0.100000,0,,,,,1.60000,0.40000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0,447.59,7.79,-7.79,0,9.380,0.020,0,V (Johnson),9.029,,0,4943.00,30.00,-30.00,0,1.52,0.22,-0.22,0,7.60,1.30,-1.30,0,2015-02-05,McDonald Observatory
BD+15 2940 b,1408,1.11 Jupiters,9.046,2013,https://exoplanets.nasa.gov/exoplanet-catalog/7076/bd15-2940-b/,Gas Giant,2013,1.11 Jupiters,1.23 x Jupiter,0.539 AU,137.5 days,0.26,BD-06 1339,b,bd-06 1339 b,Radial Velocity,0,2,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,,,,,0.02700,0.00400,-0.00400,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),9.107,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,2014-05-14,La Silla Observatory
BD-17 63 b,113,5.1 Jupiters,9.566,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7067/bd-17-63-b/,Gas Giant,2008,5.1 Jupiters,1.15 x Jupiter,1.34 AU,1.8 years,0.54,BD-06 1339,c,bd-06 1339 c,Radial Velocity,0,2,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,,,,,0.17000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0,20.28,0.02,-0.02,0,9.700,0.009,0,V (Johnson),9.107,,0,4324.00,100.00,-100.00,0,0.70,,,0,,,,,2014-05-14,La Silla Observatory
BD+20 2457 b,5450,55.59 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7078/bd20-2457-b/,Gas Giant,2009,55.59 Jupiters,1.03 x Jupiter,1.05 AU,379.6 days,0.15,BD-08 2823,b,bd-08 2823 b,Radial Velocity,0,2,5.60000000,0.02000000,-0.02000000,0,0.060000,0.000000,0.000000,0,0.150000,0.150000,-0.150000,0,,,,,0.04000,0.01000,-0.01000,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),9.503,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2018-09-06,La Silla Observatory
BD+20 2457 c,5450,12.47 Jupiters,9.75,2009,https://exoplanets.nasa.gov/exoplanet-catalog/7079/bd20-2457-c/,Gas Giant,2009,12.47 Jupiters,1.1 x Jupiter,2.01 AU,1.7 years,0.18,BD-08 2823,c,bd-08 2823 c,Radial Velocity,0,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,0.33000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,41.38,0.07,-0.07,0,41.38,0.07,-0.07,0,9.880,0.043,0,V (Johnson),9.503,,0,4816.00,114.00,-114.00,0,0.50,0.26,-0.26,0,0.71,0.04,-0.04,0,2014-05-14,La Silla Observatory
BD+20 274 b,4514,4.2 Jupiters,9.36,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7077/bd20-274-b/,Gas Giant,2012,4.2 Jupiters,1.16 x Jupiter,1.3 AU,1.6 years,0.21,BD-10 3166,b,bd-10 3166 b,Radial Velocity,0,1,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,0.020000,0.020000,-0.020000,0,,,,,0.59000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0,84.61,0.35,-0.35,0,10.080,,0,V (Johnson),9.840,,0,5393.00,44.00,-44.00,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,2018-09-06,W. M. Keck Observatory
BD+20 594 b,588,22.2481 Earths,11.038,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7166/bd20-594-b/,Neptune-like,2016,22.2481 Earths,0.23 x Jupiter,0.241 AU,41.7 days,0.0,BD-11 4672,b,bd-11 4672 b,Radial Velocity,0,2,1634.00000000,13.00000000,-14.00000000,0,2.360000,0.040000,-0.040000,0,0.050000,0.050000,-0.030000,0,,,,0,0.65000,0.05000,-0.06000,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,,,0,27.19,0.03,-0.03,0,9.990,,0,V (Johnson),9.485,,0,4550.00,110.00,-110.00,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,2020-07-23,La Silla Observatory
BD+48 738 b,2910,0.91 Jupiters,9.14,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6565/bd48-738-b/,Gas Giant,2011,0.91 Jupiters,1.24 x Jupiter,1.0 AU,392.6 days,0.2,BD-11 4672,c,bd-11 4672 c,Radial Velocity,0,2,74.20000000,0.06000000,-0.08000000,0,0.300000,0.010000,-0.010000,0,0.400000,0.130000,-0.150000,0,,,,0,0.04836,0.00934,-0.00884,0,Msini,,,,0,,,,0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,,,0,27.19,0.03,-0.03,0,9.990,,0,V (Johnson),9.485,,0,4550.00,110.00,-110.00,0,0.65,0.03,-0.03,0,0.64,0.02,-0.02,0,2020-07-23,Roque de los Muchachos Observatory
BD+48 740 b,2215,1.7 Jupiters,8.699,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7198/bd48-740-b/,Gas Giant,2018,1.7 Jupiters,1.2 x Jupiter,1.7 AU,2 years,0.76,BD-13 2130,b,bd-13 2130 b,Radial Velocity,0,1,714.29999000,5.30000000,-5.30000000,0,1.660000,0.120000,-0.120000,0,0.210000,0.070000,-0.070000,0,,,,,9.78000,4.56000,-4.56000,0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0,948.75,42.93,-42.93,0,9.450,,0,V (Johnson),9.700,,0,4545.00,71.00,-71.00,0,2.12,1.47,-1.47,0,19.17,4.96,-4.96,0,2018-09-06,La Silla Observatory
BD+49 828 b,1460,1.6 Jupiters,9.38,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6566/bd49-828-b/,Gas Giant,2015,1.6 Jupiters,1.21 x Jupiter,4.2 AU,7.1 years,0.35,BD-17 63,b,bd-17 63 b,Radial Velocity,0,1,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,,,,,5.10000,0.12000,-0.12000,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0,34.49,0.09,-0.09,0,9.566,0.024,0,V (Johnson),9.201,,0,4714.00,93.00,-93.00,0,0.74,0.03,-0.03,0,0.69,,,0,2014-05-14,La Silla Observatory
Beta Cancri b,295,7.8 Jupiters,3.53,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7039/beta-cancri-b/,Gas Giant,2014,7.8 Jupiters,1.12 x Jupiter,1.7 AU,1.7 years,0.08,bet Cnc,b,bet cnc b,Radial Velocity,0,1,605.20000000,4.00000000,-4.00000000,0,1.700000,0.100000,-0.100000,0,0.080000,0.020000,-0.020000,0,,,,,7.80000,0.80000,-0.80000,0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0,90.54,5.38,-5.38,0,3.530,,0,V (Johnson),2.927,,0,4092.10,17.50,-17.50,0,1.70,0.10,-0.10,0,47.20,1.30,-1.30,0,2014-05-14,Bohyunsan Optical Astronomical Observatory
Beta Pictoris b,64,11 Jupiters,3.85,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7040/beta-pictoris-b/,Gas Giant,2008,11 Jupiters,1.65 x Jupiter,9.1 AU,21 years,0.08,bet Pic,b,bet pic b,Imaging,0,2,7665.00000000,7300.00000000,-730.00000000,0,9.100000,5.300000,-0.500000,0,0.080000,0.320000,-0.060000,0,88.900,0.700,-0.700,0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0,19.75,0.13,-0.13,0,3.850,,0,V (Johnson),3.725,,0,,,,,1.76,0.18,-0.17,0,,,,,2015-08-13,Paranal Observatory
